#name                        dt     m1   m2     zl  zs     id      tau     sig
tdc1_rung1_double_pair538.txt -96.8 21.29 20.87 0.482 2.69 4951665 629.4663 0.0037
tdc1_rung1_double_pair539.txt 105.86 20.7 19.17 0.524 3.05 6170242 450.00867 0.00482
tdc1_rung1_double_pair540.txt -20.02 20.85 20.89 0.356 2.87 2183896 37.83871 0.01673
tdc1_rung1_double_pair541.txt -46.24 22.85 23.12 0.482 2.18 4945255 466.97036 0.00546
tdc1_rung1_double_pair542.txt -28.02 20.37 22.66 0.32 1.15 1625075 207.85759 0.00999
tdc1_rung1_double_pair543.txt -14.76 21.65 23.19 0.666 2.7 11358711 734.66277 0.00324
tdc1_rung1_double_pair544.txt 38.33 20.26 21.24 0.9 2.95 23580184 235.29888 0.00901
tdc1_rung1_double_pair545.txt 62.59 20.84 20.54 1.74 2.79 93485570 75.6378 0.02609
tdc1_rung1_double_pair546.txt 46.7 20.34 19.55 1.208 2.84 45424495 59.68679 0.02627
tdc1_rung1_double_pair547.txt -88.26 20.85 20.9 1.392 2.98 60862861 145.69362 0.01862
tdc1_rung1_double_pair548.txt -19.64 20.27 22.3 0.448 1.18 4057176 406.05413 0.00583
tdc1_rung1_double_pair549.txt 57.17 22.31 23.21 0.444 0.74 3980595 576.75815 0.00385
tdc1_rung1_double_pair550.txt 25.21 21.34 23.03 0.546 1.06 6845421 78.20988 0.03505
tdc1_rung1_double_pair551.txt 27.83 22.87 22.74 1.046 3.48 33159858 312.10143 0.02371
tdc1_rung1_double_pair552.txt 20.93 19.23 20.97 0.344 2.44 1984354 67.36357 0.0176
tdc1_rung1_double_pair553.txt -92.46 21.3 23.08 1.006 2.27 30447871 53.1221 0.01756
tdc1_rung1_double_pair554.txt -17.5 20.57 23.03 0.376 2.2 2519154 735.60698 0.0119
tdc1_rung1_double_pair555.txt -97.75 23.29 23.18 1.092 5.41 36548558 56.44342 0.01294
tdc1_rung1_double_pair556.txt -11.27 20.5 22.22 0.72 3.3 13766139 113.69356 0.01813
tdc1_rung1_double_pair557.txt 104.16 20.9 23.24 2.38 3.55 159391690 118.17433 0.04474
tdc1_rung1_double_pair558.txt 69.82 20.2 21.91 0.774 2.97 16488966 273.75744 0.02146
tdc1_rung1_double_pair559.txt -79.1 20.83 21.76 1.128 2.24 39229159 491.24881 0.01449
tdc1_rung1_double_pair560.txt -60.61 21.64 22.3 0.814 3.02 18627327 141.74953 0.01196
tdc1_rung1_double_pair561.txt 10.92 19.1 20.11 0.296 1.49 1305955 366.66096 0.01134
tdc1_rung1_double_pair562.txt -86.0 19.66 21.57 1.762 3.14 95678306 169.39734 0.0098
tdc1_rung1_double_pair563.txt 52.41 20.82 20.93 1.73 3.35 92481684 666.73257 0.00689
tdc1_rung1_double_pair564.txt 18.18 20.3 19.92 2.268 3.69 147582782 40.57325 0.0393
tdc1_rung1_double_pair565.txt 45.14 20.45 19.85 0.73 2.93 14295875 166.2434 0.00767
tdc1_rung1_double_pair566.txt 78.03 19.37 20.72 0.902 1.98 23711258 82.96789 0.01704
tdc1_rung1_double_pair567.txt -18.43 20.8 21.68 0.306 1.97 1436062 134.66531 0.03582
tdc1_rung1_double_pair568.txt -39.44 22.36 23.04 0.972 1.95 28164645 36.37725 0.01421
tdc1_rung1_double_pair569.txt -21.06 22.13 22.75 1.298 5.2 52777821 45.67374 0.01781
tdc1_rung1_double_pair570.txt -102.36 22.11 23.15 0.552 1.57 7058070 238.65439 0.02823
tdc1_rung1_double_pair571.txt -89.93 20.48 22.73 1.238 2.34 47852868 83.5505 0.02187
tdc1_rung1_double_pair572.txt -21.25 22.74 23.23 0.134 3.94 136906 75.61802 0.01593
tdc1_rung1_double_pair573.txt 75.62 19.63 21.19 0.986 1.81 29102862 79.57575 0.02451
tdc1_rung1_double_pair574.txt 17.92 21.89 23.06 0.094 1.84 48657 666.73257 0.00689
tdc1_rung1_double_pair575.txt -112.15 21.42 22.22 0.89 1.42 22995240 283.58619 0.00509
tdc1_rung1_double_pair576.txt -20.76 22.63 22.68 0.756 3.32 15532568 55.088 0.02445
tdc1_rung1_double_pair577.txt 66.85 19.44 20.83 1.374 2.38 59313635 198.23249 0.01191
tdc1_rung1_double_pair578.txt -28.88 20.06 20.11 0.388 2.86 2754967 176.99975 0.02371
tdc1_rung1_double_pair579.txt 51.11 21.24 20.94 0.268 1.62 994045 576.75815 0.00385
tdc1_rung1_double_pair580.txt -31.47 20.32 20.79 0.78 1.46 16781362 199.45657 0.00673
tdc1_rung1_double_pair581.txt -88.08 20.36 20.59 0.516 0.84 5924575 53.1221 0.01756
tdc1_rung1_double_pair582.txt -46.83 21.54 21.21 1.392 2.12 60896021 163.31975 0.0102
tdc1_rung1_double_pair583.txt -28.96 19.89 21.0 1.146 3.12 40566783 54.20731 0.04609
tdc1_rung1_double_pair584.txt 56.07 22.55 23.11 0.954 2.54 26991683 33.48201 0.01617
tdc1_rung1_double_pair585.txt 26.48 21.81 23.27 0.744 3.26 14965177 604.81193 0.01632
tdc1_rung1_double_pair586.txt 37.28 21.68 21.87 1.43 2.84 64263214 141.87098 0.00679
tdc1_rung1_double_pair587.txt 87.65 21.27 23.25 2.058 3.58 125673328 62.7965 0.01317
tdc1_rung1_double_pair588.txt 27.98 20.5 21.95 0.57 2.64 7632761 317.43269 0.00658
tdc1_rung1_double_pair589.txt -25.25 19.19 20.15 0.58 2.31 7996073 31.63449 0.0427
tdc1_rung1_double_pair590.txt -87.07 21.89 22.43 1.58 3.71 78070006 241.25045 0.01283
tdc1_rung1_double_pair591.txt 21.57 23.21 22.64 1.722 4.71 91690964 259.56163 0.02477
tdc1_rung1_double_pair592.txt -45.96 22.8 22.97 0.624 2.91 9649578 779.78476 0.00886
tdc1_rung1_double_pair593.txt -28.32 20.86 23.21 0.518 2.12 5972550 94.02511 0.01515
tdc1_rung1_double_pair594.txt 78.46 18.94 21.26 0.356 2.52 2184287 762.23336 0.01216
tdc1_rung1_double_pair595.txt -60.99 23.03 22.28 0.548 2.26 6928299 176.99975 0.02371
tdc1_rung1_double_pair596.txt -57.41 21.95 20.23 0.804 3.75 18076745 361.58479 0.00551
tdc1_rung1_double_pair597.txt 46.7 20.23 21.25 0.764 1.23 15972196 87.92898 0.01619
tdc1_rung1_double_pair598.txt 92.01 22.34 20.74 0.75 2.4 15277513 130.74876 0.01302
tdc1_rung1_double_pair599.txt -18.97 21.54 21.86 0.668 3.62 11436394 417.63761 0.00617
tdc1_rung1_double_pair600.txt -24.01 20.37 20.27 0.866 2.34 21530430 376.86034 0.00844
tdc1_rung1_double_pair601.txt 22.55 19.84 21.58 0.98 1.76 28645584 92.39814 0.00948
tdc1_rung1_double_pair602.txt 41.69 21.97 23.09 0.652 2.23 10804520 500.50691 0.00424
tdc1_rung1_double_pair603.txt -14.84 19.87 22.32 0.546 2.06 6824599 874.9034 0.00457
tdc1_rung1_double_pair604.txt 88.41 21.0 21.75 0.982 2.3 28844653 983.95279 0.00696
tdc1_rung1_double_pair605.txt 53.68 21.97 23.07 1.194 1.77 44308312 439.63844 0.01947
tdc1_rung1_double_pair606.txt 49.76 20.03 20.51 1.292 2.57 52295829 248.05559 0.02653
tdc1_rung1_double_pair607.txt -36.59 22.6 23.05 0.522 2.82 6087788 491.24881 0.01449
tdc1_rung1_double_pair608.txt -39.1 20.68 20.96 0.63 0.9 9906901 94.31121 0.01152
tdc1_rung1_double_pair609.txt -23.99 20.05 21.73 0.96 1.97 27316650 32.75536 0.02914
tdc1_rung1_double_pair610.txt 97.15 20.57 23.02 1.228 2.29 47049069 86.12753 0.03247
tdc1_rung1_double_pair611.txt 19.04 21.51 21.77 0.562 1.04 7384374 53.48212 0.01796
tdc1_rung1_double_pair612.txt 30.98 20.37 22.76 0.688 3.19 12313648 35.30293 0.02699
tdc1_rung1_double_pair613.txt 50.52 22.14 22.8 0.646 3.46 10540640 315.45303 0.00506
tdc1_rung1_double_pair614.txt -40.34 21.27 22.59 0.588 1.33 8296691 315.64266 0.01261
tdc1_rung1_double_pair615.txt -10.26 22.82 22.73 1.278 2.41 51114303 247.35293 0.00894
tdc1_rung1_double_pair616.txt 97.92 21.87 23.25 1.38 3.87 59831248 333.83708 0.00918
tdc1_rung1_double_pair617.txt 115.15 20.12 20.96 0.552 2.32 7061312 963.37531 0.00948
tdc1_rung1_double_pair618.txt 91.58 19.75 21.65 1.34 2.04 56370539 496.29195 0.009
tdc1_rung1_double_pair619.txt 88.26 19.99 22.43 0.24 1.28 727476 96.2905 0.02632
tdc1_rung1_double_pair620.txt 85.37 20.44 21.4 1.76 2.99 95488540 31.72831 0.05278
tdc1_rung1_double_pair621.txt 87.99 20.48 21.8 0.264 2.61 952262 68.08331 0.03248
tdc1_rung1_double_pair622.txt -87.07 21.04 21.51 1.266 2.46 50148918 800.27214 0.0053
tdc1_rung1_double_pair623.txt 61.4 22.1 22.83 1.98 3.62 117647216 270.14099 0.01812
tdc1_rung1_double_pair624.txt -24.09 22.58 23.0 0.624 1.57 9661548 52.87694 0.03784
tdc1_rung1_double_pair625.txt 31.18 20.09 21.25 0.802 1.24 17966953 62.24761 0.0296
tdc1_rung1_double_pair626.txt -8.44 22.32 22.95 0.302 1.14 1381738 43.34112 0.03146
tdc1_rung1_double_pair627.txt -82.36 20.01 20.72 1.176 1.78 42927651 633.62821 0.00435
tdc1_rung1_double_pair628.txt -36.35 20.3 21.06 0.276 2.2 1077130 144.50558 0.00667
tdc1_rung1_double_pair629.txt 41.9 19.17 21.39 0.476 2.38 4787636 181.59663 0.01131
tdc1_rung1_double_pair630.txt 23.02 21.06 21.07 0.758 2.83 15659338 831.92359 0.00551
tdc1_rung1_double_pair631.txt -27.69 21.11 22.41 1.498 3.55 70384895 101.34495 0.00802
tdc1_rung1_double_pair632.txt -40.8 21.64 21.21 1.064 2.08 34517830 331.32338 0.00603
tdc1_rung1_double_pair633.txt -29.91 19.55 21.78 0.498 1.69 5370591 272.55579 0.00638
tdc1_rung1_double_pair634.txt -44.25 22.34 23.01 0.636 1.97 10151206 470.71242 0.00445
tdc1_rung1_double_pair635.txt -111.8 18.73 20.29 0.934 1.84 25720951 235.73714 0.00639
tdc1_rung1_double_pair636.txt -82.28 20.24 20.94 0.53 2.65 6354565 42.59265 0.01546
tdc1_rung1_double_pair637.txt 63.52 18.35 20.54 0.258 2.06 892663 775.77407 0.0041
tdc1_rung1_double_pair638.txt -81.45 19.49 20.84 1.944 3.15 113967171 282.54106 0.0053
tdc1_rung1_double_pair639.txt 57.59 20.88 23.02 0.65 1.84 10703680 858.32086 0.0106
tdc1_rung1_double_pair640.txt -34.54 21.89 21.86 1.888 3.33 108251726 93.5632 0.05081
tdc1_rung1_double_pair641.txt 14.36 22.02 22.83 0.352 1.45 2111893 872.18137 0.00385
tdc1_rung1_double_pair642.txt -29.31 20.94 22.19 0.778 1.83 16690724 327.57486 0.01066
tdc1_rung1_double_pair643.txt 38.4 20.19 21.14 0.304 1.52 1413199 81.17809 0.00972
tdc1_rung1_double_pair644.txt -12.07 18.29 20.07 0.158 1.33 217824 339.9333 0.0242
tdc1_rung1_double_pair645.txt -30.01 22.78 23.27 0.852 2.87 20713136 780.28961 0.01122
tdc1_rung1_double_pair646.txt 82.76 20.21 21.55 0.302 2.88 1388869 90.79596 0.01607
tdc1_rung1_double_pair647.txt -11.87 21.86 22.25 0.66 2.72 11082291 304.46373 0.00649
tdc1_rung1_double_pair648.txt 21.52 21.37 22.91 0.712 2.75 13435241 358.69724 0.01518
tdc1_rung1_double_pair649.txt -118.0 21.18 23.19 2.26 4.55 146731035 488.87863 0.00415
tdc1_rung1_double_pair650.txt 14.86 20.52 21.61 0.672 2.21 11629410 70.10433 0.01566
tdc1_rung1_double_pair651.txt 38.75 22.8 23.08 0.824 2.74 19139515 69.16121 0.04918
tdc1_rung1_double_pair652.txt 24.07 19.81 21.74 0.194 1.27 396459 118.17433 0.04474
tdc1_rung1_double_pair653.txt 112.3 19.59 21.99 1.25 1.64 48830850 104.93133 0.01561
tdc1_rung1_double_pair654.txt 53.48 22.26 22.28 1.864 2.84 105856913 66.65123 0.01281
tdc1_rung1_double_pair655.txt -113.01 21.53 21.83 0.398 2.08 2959894 112.05239 0.04477
tdc1_rung1_double_pair656.txt 75.08 20.75 22.26 0.53 2.28 6343760 36.58831 0.03447
tdc1_rung1_double_pair657.txt 11.75 21.27 22.56 0.552 1.46 7010940 696.04015 0.00361
tdc1_rung1_double_pair658.txt 35.21 22.2 23.04 0.68 2.6 11978293 40.20634 0.0331
tdc1_rung1_double_pair659.txt -62.15 21.49 22.27 0.78 2.26 16791023 53.90852 0.05515
tdc1_rung1_double_pair660.txt 63.12 21.41 22.17 1.144 2.49 40434818 59.71549 0.0145
tdc1_rung1_double_pair661.txt -55.05 20.38 21.03 1.016 1.88 31131811 131.95214 0.04169
tdc1_rung1_double_pair662.txt -84.91 20.32 21.32 1.008 3.72 30556469 308.83056 0.00775
tdc1_rung1_double_pair663.txt 48.47 21.14 23.19 0.768 3.37 16154371 45.81254 0.05339
tdc1_rung1_double_pair664.txt 47.25 21.22 22.14 0.236 3.01 694868 278.76035 0.02772
tdc1_rung1_double_pair665.txt 27.2 20.43 22.0 0.216 1.36 539040 33.89637 0.05749
tdc1_rung1_double_pair666.txt -33.79 20.12 19.5 0.944 2.09 26342882 132.17146 0.03138
tdc1_rung1_double_pair667.txt -64.34 22.87 23.29 0.62 1.48 9514550 372.68812 0.01802
tdc1_rung1_double_pair668.txt -20.13 23.18 22.74 0.842 1.44 20168874 282.54106 0.0053
tdc1_rung1_double_pair669.txt -31.22 22.81 22.84 0.162 2.04 237091 409.72229 0.00747
tdc1_rung1_double_pair670.txt 32.13 22.51 23.01 0.81 1.52 18386794 449.88672 0.00999
tdc1_rung1_double_pair671.txt 22.02 21.93 22.44 0.292 1.48 1257036 784.19513 0.00433
tdc1_rung1_double_pair672.txt -67.67 20.14 20.82 1.484 3.33 69158323 633.78015 0.00352
tdc1_rung1_double_pair673.txt -14.12 18.22 20.05 1.668 2.78 86461284 229.24763 0.0267
tdc1_rung1_double_pair674.txt -5.46 20.57 22.3 0.322 0.82 1639797 34.43613 0.03714
tdc1_rung1_double_pair675.txt 49.67 21.42 22.94 0.462 2.42 4414868 158.54528 0.02323
tdc1_rung1_double_pair676.txt -53.38 23.03 21.79 0.758 3.01 15663487 60.49605 0.03042
tdc1_rung1_double_pair677.txt -28.15 20.63 20.43 1.406 2.94 62100440 55.94983 0.0298
tdc1_rung1_double_pair678.txt -92.22 20.04 21.62 0.664 1.33 11305503 63.35663 0.02568
tdc1_rung1_double_pair679.txt -31.22 21.51 23.29 0.62 2.86 9498044 869.94445 0.00293
tdc1_rung1_double_pair680.txt 31.66 21.32 22.51 1.16 3.25 41612242 69.64147 0.02151
tdc1_rung1_double_pair681.txt -92.48 22.28 23.21 1.414 3.1 62846582 272.55579 0.00638
tdc1_rung1_double_pair682.txt 9.19 21.64 21.66 0.422 1.48 3446663 39.45319 0.01544
tdc1_rung1_double_pair683.txt 65.28 21.15 22.85 0.564 1.47 7469656 336.33731 0.02626
tdc1_rung1_double_pair684.txt -97.03 21.34 23.17 1.716 3.82 91112784 68.93764 0.03037
tdc1_rung1_double_pair685.txt 90.25 22.28 23.09 0.498 2.08 5392591 100.94452 0.03438
tdc1_rung1_double_pair686.txt -83.45 21.95 22.57 0.714 2.54 13534468 791.81612 0.00285
tdc1_rung1_double_pair687.txt 59.83 19.7 20.52 0.758 1.46 15675578 174.88744 0.02495
tdc1_rung1_double_pair688.txt -13.83 21.45 22.17 0.792 3.6 17399673 340.12953 0.02544
tdc1_rung1_double_pair689.txt -54.88 20.51 20.69 1.132 3.5 39529758 874.9034 0.00457
tdc1_rung1_double_pair690.txt 13.27 19.45 20.9 0.5 1.68 5436135 159.27904 0.02572
tdc1_rung1_double_pair691.txt -7.77 19.03 20.01 0.574 2.17 7764016 87.44842 0.04736
tdc1_rung1_double_pair692.txt -80.72 22.87 22.75 1.23 3.16 47197054 35.79425 0.02167
tdc1_rung1_double_pair693.txt -12.45 21.86 23.06 0.39 1.63 2790641 361.58479 0.00551
tdc1_rung1_double_pair694.txt -91.89 19.35 20.88 0.736 1.19 14597015 130.84803 0.03732
tdc1_rung1_double_pair695.txt 20.05 22.09 23.26 1.254 4.13 49163784 156.08559 0.02989
tdc1_rung1_double_pair696.txt -81.69 19.63 20.04 0.742 2.85 14884887 372.68812 0.01802
tdc1_rung1_double_pair697.txt 81.98 21.16 23.28 1.146 3.82 40587498 58.33856 0.04248
tdc1_rung1_double_pair698.txt -27.12 20.71 23.03 1.022 2.0 31505355 116.72108 0.0258
tdc1_rung1_double_pair699.txt 53.81 22.15 22.73 0.58 1.15 8015017 171.27374 0.00639
tdc1_rung1_double_pair700.txt -58.96 22.11 21.59 1.57 3.38 77138465 338.85796 0.00818
tdc1_rung1_double_pair701.txt 33.14 21.18 21.73 1.5 3.55 70585049 314.59421 0.01237
tdc1_rung1_double_pair702.txt -29.77 19.68 20.87 0.474 1.16 4736082 501.82855 0.00408
tdc1_rung1_double_pair703.txt -82.39 20.37 22.77 0.392 2.94 2838102 235.81169 0.02748
tdc1_rung1_double_pair704.txt -71.07 21.33 20.46 0.616 3.04 9364230 36.49722 0.02042
tdc1_rung1_double_pair705.txt -52.81 21.51 22.54 0.536 2.85 6539355 194.70753 0.01124
tdc1_rung1_double_pair706.txt -81.02 20.45 22.29 2.068 2.95 126725667 501.82855 0.00408
tdc1_rung1_double_pair707.txt -38.54 20.1 22.47 1.054 1.89 33767505 866.46253 0.00364
tdc1_rung1_double_pair708.txt -22.18 19.62 20.05 0.772 2.94 16363222 305.22266 0.01011
tdc1_rung1_double_pair709.txt -111.49 19.82 20.66 1.178 2.35 43067804 301.83225 0.00747
tdc1_rung1_double_pair710.txt -12.59 22.19 21.45 0.094 2.56 48085 148.78842 0.0213
tdc1_rung1_double_pair711.txt 33.95 19.72 20.34 1.468 2.29 67674863 51.81047 0.02927
tdc1_rung1_double_pair712.txt 78.42 21.47 22.84 1.452 2.57 66221062 335.61379 0.02172
tdc1_rung1_double_pair713.txt -15.39 19.3 21.37 0.61 1.1 9107510 190.75397 0.00576
tdc1_rung1_double_pair714.txt -51.85 22.48 23.26 0.896 3.73 23337938 153.21605 0.00674
tdc1_rung1_double_pair715.txt -79.61 20.87 23.13 0.792 1.9 17432214 32.75536 0.02914
tdc1_rung1_double_pair716.txt -32.06 19.62 20.93 0.144 1.67 168456 171.51835 0.02067
tdc1_rung1_double_pair717.txt -32.06 19.67 21.64 0.226 1.27 610112 105.5437 0.02504
tdc1_rung1_double_pair718.txt 12.45 21.7 21.72 0.898 1.96 23419352 105.52879 0.03192
tdc1_rung1_double_pair719.txt 64.34 21.38 23.26 1.186 3.88 43677327 703.31674 0.01316
tdc1_rung1_double_pair720.txt 119.21 21.41 23.09 1.098 2.03 36974870 67.36357 0.0176
tdc1_rung1_quad_pair1A.txt 11.24 20.15 20.35 0.376 1.75 2539872 254.14758 0.019
tdc1_rung1_quad_pair1B.txt 72.28 20.07 22.86 0.376 1.75 2539872 254.14758 0.019
tdc1_rung1_quad_pair2A.txt 5.74 20.72 20.63 0.44 2.25 3885870 417.63761 0.00617
tdc1_rung1_quad_pair2B.txt 88.67 20.8 23.16 0.44 2.25 3885870 417.63761 0.00617
tdc1_rung1_quad_pair3A.txt 22.4 19.94 20.32 0.42 3.02 3430698 497.0091 0.01934
tdc1_rung1_quad_pair3B.txt 16.47 19.85 20.22 0.42 3.02 3430698 497.0091 0.01934
tdc1_rung1_quad_pair4A.txt 56.91 20.71 22.58 0.486 2.32 5058554 118.10024 0.01864
tdc1_rung1_quad_pair4B.txt 5.22 20.56 20.65 0.486 2.32 5058554 118.10024 0.01864
tdc1_rung1_quad_pair5A.txt 5.76 20.98 19.72 1.044 1.8 33100370 496.29195 0.009
tdc1_rung1_quad_pair5B.txt 66.13 19.66 22.82 1.044 1.8 33100370 496.29195 0.009
tdc1_rung1_quad_pair6A.txt 8.87 20.99 20.52 1.256 3.02 49314176 161.32291 0.02323
tdc1_rung1_quad_pair6B.txt 18.13 20.32 22.14 1.256 3.02 49314176 161.32291 0.02323
tdc1_rung1_quad_pair7A.txt 22.41 19.67 20.82 1.62 4.57 81875512 382.03113 0.01321
tdc1_rung1_quad_pair7B.txt 67.94 20.55 20.04 1.62 4.57 81875512 382.03113 0.01321
tdc1_rung1_quad_pair8A.txt 23.4 20.55 18.79 0.908 1.8 24088260 60.78817 0.0172
tdc1_rung1_quad_pair8B.txt 13.41 18.69 21.04 0.908 1.8 24088260 60.78817 0.0172
tdc1_rung1_quad_pair9A.txt 22.75 20.62 20.97 1.834 2.93 102845111 141.87098 0.00679
tdc1_rung1_quad_pair9B.txt 11.73 20.41 20.81 1.834 2.93 102845111 141.87098 0.00679
tdc1_rung1_quad_pair10A.txt 53.94 20.75 19.96 1.07 2.63 34937300 543.50327 0.01019
tdc1_rung1_quad_pair10B.txt 23.72 19.65 21.39 1.07 2.63 34937300 543.50327 0.01019
testA 0 0 0 0 0 0 0 0
testB 0 0 0 0 0 0 0 0
tdc1_rung1_quad_pair12A.txt 29.66 19.94 20.9 0.67 1.45 11564854 60.85387 0.02495
tdc1_rung1_quad_pair12B.txt 14.98 19.82 20.58 0.67 1.45 11564854 60.85387 0.02495
tdc1_rung1_quad_pair13A.txt 9.13 20.64 20.17 1.008 1.96 30574714 33.89637 0.05749
tdc1_rung1_quad_pair13B.txt 5.45 19.9 20.96 1.008 1.96 30574714 33.89637 0.05749
tdc1_rung1_quad_pair14A.txt 9.5 19.87 21.37 0.414 2.86 3295031 359.11792 0.00896
tdc1_rung1_quad_pair14B.txt 21.19 20.87 20.19 0.414 2.86 3295031 359.11792 0.00896
testA 0 0 0 0 0 0 0 0
testB 0 0 0 0 0 0 0 0
tdc1_rung1_quad_pair16A.txt 43.83 20.54 19.65 0.756 1.72 15591661 134.66531 0.03582
tdc1_rung1_quad_pair16B.txt 57.87 19.39 22.14 0.756 1.72 15591661 134.66531 0.03582
tdc1_rung1_quad_pair17A.txt 25.23 20.0 20.8 0.732 2.72 14396477 448.8832 0.01956
tdc1_rung1_quad_pair17B.txt 48.66 19.95 21.56 0.732 2.72 14396477 448.8832 0.01956
tdc1_rung1_quad_pair18A.txt 86.13 20.22 21.43 2.03 3.51 122814836 879.66457 0.0101
tdc1_rung1_quad_pair18B.txt 10.52 20.16 20.1 2.03 3.51 122814836 879.66457 0.0101
tdc1_rung1_quad_pair19A.txt 15.76 19.26 21.41 1.564 2.37 76557438 689.9982 0.00511
tdc1_rung1_quad_pair19B.txt 19.9 20.71 19.43 1.564 2.37 76557438 689.9982 0.00511
tdc1_rung1_quad_pair20A.txt 29.8 20.08 22.25 1.19 2.84 43994373 50.39801 0.02093
tdc1_rung1_quad_pair20B.txt 5.73 20.76 20.08 1.19 2.84 43994373 50.39801 0.02093
tdc1_rung1_quad_pair21A.txt 15.35 20.26 20.63 1.416 2.36 63006717 497.40148 0.00602
tdc1_rung1_quad_pair21B.txt 5.6 19.95 20.54 1.416 2.36 63006717 497.40148 0.00602
tdc1_rung1_quad_pair22A.txt 61.65 20.05 20.81 0.594 2.04 8531815 333.53077 0.01829
tdc1_rung1_quad_pair22B.txt 12.35 19.72 20.02 0.594 2.04 8531815 333.53077 0.01829
tdc1_rung1_quad_pair23A.txt 26.06 20.75 21.48 0.91 1.3 24219898 197.27831 0.0057
tdc1_rung1_quad_pair23B.txt 10.11 20.73 20.82 0.91 1.3 24219898 197.27831 0.0057
tdc1_rung1_quad_pair24A.txt 43.89 21.24 22.09 0.404 1.41 3091283 629.4663 0.0037
tdc1_rung1_quad_pair24B.txt 12.17 21.03 21.38 0.404 1.41 3091283 629.4663 0.0037
tdc1_rung1_quad_pair25A.txt 7.58 19.54 21.76 1.136 2.79 39807567 426.45395 0.00867
tdc1_rung1_quad_pair25B.txt 28.02 21.17 19.83 1.136 2.79 39807567 426.45395 0.00867
tdc1_rung1_quad_pair26A.txt 11.75 21.67 20.0 0.682 3.0 12082411 43.63188 0.0191
tdc1_rung1_quad_pair26B.txt 63.08 19.98 23.58 0.682 3.0 12082411 43.63188 0.0191
tdc1_rung1_quad_pair27A.txt 10.77 20.75 22.5 1.486 4.42 69299750 98.6641 0.04242
tdc1_rung1_quad_pair27B.txt 10.52 21.74 20.6 1.486 4.42 69299750 98.6641 0.04242
tdc1_rung1_quad_pair28A.txt 41.23 21.3 21.58 1.072 2.8 35093373 131.38447 0.03511
tdc1_rung1_quad_pair28B.txt 95.6 21.23 22.44 1.072 2.8 35093373 131.38447 0.03511
tdc1_rung1_quad_pair29A.txt 32.48 21.61 21.1 1.588 3.17 78831639 31.72831 0.05278
tdc1_rung1_quad_pair29B.txt 77.27 20.97 22.77 1.588 3.17 78831639 31.72831 0.05278
tdc1_rung1_quad_pair30A.txt 20.71 21.57 21.38 0.544 1.57 6797368 249.08372 0.00781
tdc1_rung1_quad_pair30B.txt 20.18 21.03 22.22 0.544 1.57 6797368 249.08372 0.00781
tdc1_rung1_quad_pair31A.txt 61.39 20.93 22.69 1.002 1.85 30192153 334.07372 0.0239
tdc1_rung1_quad_pair31B.txt 14.4 21.49 20.94 1.002 1.85 30192153 334.07372 0.0239
tdc1_rung1_quad_pair32A.txt 85.22 21.08 22.25 0.424 2.2 3518235 112.05239 0.04477
tdc1_rung1_quad_pair32B.txt 15.17 20.95 21.06 0.424 2.2 3518235 112.05239 0.04477
tdc1_rung1_quad_pair33A.txt 10.04 21.97 21.47 0.802 4.23 17946211 124.37935 0.02066
tdc1_rung1_quad_pair33B.txt 10.24 21.24 22.72 0.802 4.23 17946211 124.37935 0.02066
tdc1_rung1_quad_pair34A.txt 17.17 21.81 21.22 1.712 3.67 90768912 163.31975 0.0102
tdc1_rung1_quad_pair34B.txt 27.84 21.11 22.42 1.712 3.67 90768912 163.31975 0.0102
tdc1_rung1_quad_pair35A.txt 6.63 21.75 21.56 1.33 2.81 55542863 235.29888 0.00901
tdc1_rung1_quad_pair35B.txt 9.48 21.55 21.99 1.33 2.81 55542863 235.29888 0.00901
tdc1_rung1_quad_pair36A.txt 7.32 21.56 20.2 0.796 1.65 17638719 50.78152 0.03527
tdc1_rung1_quad_pair36B.txt 86.64 20.23 25.54 0.796 1.65 17638719 50.78152 0.03527
tdc1_rung1_quad_pair37A.txt 34.35 21.73 22.02 0.806 3.45 18189139 997.97867 0.01058
tdc1_rung1_quad_pair37B.txt 15.69 21.58 21.67 0.806 3.45 18189139 997.97867 0.01058
tdc1_rung1_quad_pair38A.txt 24.0 21.79 20.83 1.002 2.88 30171726 182.38571 0.01278
tdc1_rung1_quad_pair38B.txt 12.17 21.14 22.2 1.002 2.88 30171726 182.38571 0.01278
tdc1_rung1_quad_pair39A.txt 26.41 21.32 22.65 2.298 4.63 150737155 173.62012 0.02022
tdc1_rung1_quad_pair39B.txt 5.32 21.46 21.28 2.298 4.63 150737155 173.62012 0.02022
tdc1_rung1_quad_pair40A.txt 20.96 20.44 21.46 0.558 3.63 7268150 60.29928 0.02232
tdc1_rung1_quad_pair40B.txt 23.29 21.13 20.58 0.558 3.63 7268150 60.29928 0.02232
tdc1_rung1_quad_pair41A.txt 7.07 21.15 21.14 1.532 3.03 73589914 87.92898 0.01619
tdc1_rung1_quad_pair41B.txt 64.53 21.31 22.69 1.532 3.03 73589914 87.92898 0.01619
tdc1_rung1_quad_pair42A.txt 8.44 21.94 21.92 1.338 3.41 56216352 498.62332 0.01124
tdc1_rung1_quad_pair42B.txt 12.6 21.77 22.46 1.338 3.41 56216352 498.62332 0.01124
tdc1_rung1_quad_pair43A.txt 33.95 21.71 21.27 0.452 3.06 4177806 87.53212 0.03785
